SourceID Photons AvgX AvgY
1176 21674 2994.002722 2911.561225
1177 21379 235.662098 3043.999158
1178 21555 3158.882487 460.047553
1179 21564 1975.098034 2449.015396
1180 21520 962.971933 3393.103857
1181 21479 236.293403 1482.997113
1182 21783 798.034476 2390.029105
1183 21853 3120.102412 3171.963712
1184 21649 1048.937457 2570.976258
1185 21462 1031.098733 3617.167319
1186 21706 317.216576 2141.086197
1187 21460 2939.609413 1513.886999
1188 21795 2083.052030 3316.037944
1189 21759 2763.989522 3729.009284
1190 21860 1786.724611 1853.026167
1191 22108 1435.845667 3140.105618
1192 21560 927.324768 406.014981
1193 21596 687.160400 1702.980645
1194 21739 1414.007590 3777.220387
1195 21547 997.126561 3063.000882
1196 21684 2420.093479 2638.841312
1197 21847 1291.036481 429.981279
1198 21516 750.101227 1743.019520
1199 21540 2963.318338 2873.139183
1200 21248 2352.683405 2642.014543
