SourceID Photons AvgX AvgY
1001 40581 1732.636283 520.308814
1002 41027 1928.193336 3533.855973
1003 41383 2107.365972 2004.093227
1004 40892 617.094199 1137.859435
1005 41193 2718.285218 1585.066298
1006 41155 611.831321 3744.575969
1007 41221 544.081366 1496.047039
1008 41093 1093.755968 2869.115153
1009 40989 1055.246481 1540.438142
1010 41193 3658.600272 483.993591
1011 40862 1519.539205 2848.584063
1012 41212 1057.300932 1568.574711
1013 41063 2674.502983 3729.166866
1014 40952 331.976704 1804.953336
1015 41147 2196.006124 3041.943228
1016 40896 2666.872970 413.107150
1017 41381 2414.029700 3497.971629
1018 41052 249.828656 1821.971378
1019 41337 269.831047 3350.770956
1020 41216 1205.015795 534.117818
1021 40940 2695.816634 2885.752149
1022 40932 426.595891 3286.943174
1023 41148 2981.165573 3528.038204
1024 40910 3070.224517 3332.036030
1025 41308 3538.585262 308.969643
