SourceID Photons AvgX AvgY
4626 37936 2817.514076 549.149699
4627 37420 2833.240032 2370.026376
4628 38769 772.031443 2145.052103
4629 36600 3105.482158 2605.221339
4630 38528 2557.119705 518.577502
4631 36869 2838.747647 2986.749410
4632 37337 2916.807108 2615.315826
4633 38111 1631.249298 3526.226864
4634 38114 2301.838275 2350.593693
4635 38601 683.905443 3079.941400
4636 38063 564.829782 3556.954076
4637 39195 256.994438 1241.173185
4638 38097 1822.926976 2581.970523
4639 39224 434.868167 420.820442
4640 38149 1100.245144 3569.442764
4641 38307 2629.807007 742.188347
4642 38428 1812.228948 2758.805246
4643 38678 851.672889 2026.917214
4644 38499 1662.970207 2835.273384
4645 38838 1619.073459 1753.711133
4646 38310 954.085174 3063.969825
4647 38447 1844.783754 500.762348
4648 38047 2840.487292 1139.175020
4649 37815 3339.047891 728.303239
4650 38821 1849.167744 769.582829
