SourceID Photons AvgX AvgY
251 14690 1875.996460 1819.322192
252 14498 856.999655 1193.985170
253 14871 2785.991393 1765.022796
254 14770 2418.983277 794.946310
255 14617 2304.001163 3775.297941
256 14881 2521.360191 3083.981117
257 14736 1704.658388 3516.268187
258 14791 643.039348 978.699141
259 14649 1668.001297 2604.024029
260 14524 530.253649 3799.049780
261 14865 3151.967373 2786.939657
262 14444 1085.001108 1217.273401
263 14745 2041.001289 565.640420
264 14530 1300.027047 1686.015003
265 14570 718.429719 3280.997598
266 14985 3621.999266 3194.993460
267 14279 387.592689 1866.079557
268 14558 1577.943742 1332.036337
269 14380 980.993950 1048.813143
270 14805 2905.558257 1786.038568
271 15099 2988.998079 3101.987019
272 14736 593.596431 657.818743
273 14757 1450.281697 2776.362337
274 14392 746.007991 646.009519
275 14540 3056.997868 3731.932944
