SourceID Photons AvgX AvgY
2926 18883 3306.841604 2161.346026
2927 19307 3680.167141 3371.720050
2928 19026 286.053401 1903.653842
2929 18579 467.334948 750.562140
2930 19060 282.648846 1318.723347
2931 17746 3334.681111 1201.572861
2932 18178 808.477280 706.245407
2933 19061 1484.195792 2490.369813
2934 19046 2755.160034 2062.547202
2935 15810 3548.822454 395.755408
2936 15944 2848.851229 344.666081
2937 18891 1516.519083 1508.524006
2938 16597 2664.726758 435.469000
2939 19007 3113.640290 1884.301836
2940 17389 2066.884237 632.456150
2941 19155 2729.238476 2767.437170
2942 18740 3489.269157 1848.002188
2943 19150 3217.996449 3010.714517
2944 19152 501.433062 3471.771355
2945 17531 2347.379271 707.508585
2946 18940 260.875766 1376.280781
2947 19045 812.206353 1247.232975
2948 19324 3578.363538 3524.913165
2949 19105 1136.771840 1801.271290
2950 19332 1651.763139 2422.614060
