SourceID Photons AvgX AvgY
4576 19545 3240.595242 1213.937222
4577 19966 1510.922518 1906.257688
4578 19598 2904.444127 1681.029187
4579 19706 2941.000812 2805.776921
4580 19986 1538.950315 1730.132593
4581 19431 3180.935515 3024.148423
4582 19305 3652.868583 3145.899197
4583 19640 2481.627851 3247.379073
4584 19891 1632.929667 1971.386858
4585 19685 3162.679096 1842.995072
4586 19533 2156.693288 1527.914862
4587 19949 644.773623 3454.825956
4588 19895 1452.918824 1707.967630
4589 19813 2400.470499 1883.820825
4590 19331 3665.022089 2561.629404
4591 19897 1894.988390 873.464693
4592 19817 477.635868 3754.200182
4593 19629 3109.368893 836.649804
4594 19794 855.365313 1624.038598
4595 19963 1253.827280 3016.548415
4596 19782 1330.148772 3771.313517
4597 19900 1835.892814 2659.756281
4598 19682 3247.281272 818.122752
4599 19984 690.930594 1546.819355
4600 19723 3283.458957 3042.159408
