SourceID Photons AvgX AvgY
4151 19582 719.455112 1845.042743
4152 19727 1201.291479 2317.245704
4153 19162 2924.743033 1278.891400
4154 19821 816.700066 3178.083043
4155 19873 440.884567 3138.552961
4156 19344 2062.218621 2801.685122
4157 19456 507.009817 797.361380
4158 19850 257.068262 3391.333804
4159 19444 3094.062899 2912.057498
4160 19761 1330.150397 2084.750974
4161 19398 1481.393597 2467.963656
4162 19520 2038.864191 2280.854098
4163 19205 3392.833949 1238.415256
4164 19349 2820.967233 956.302186
4165 19468 365.607612 820.019673
4166 19723 646.175227 614.868124
4167 19106 3634.844342 2278.161991
4168 19476 1989.886784 2162.897412
4169 19734 528.968836 2965.022246
4170 19428 3010.204602 2173.991301
4171 19322 3488.943277 3806.167840
4172 19818 395.590271 870.067615
4173 19771 268.865055 1466.966567
4174 19411 3026.731853 2740.065530
4175 19605 2975.908544 2850.622392
