SourceID Photons AvgX AvgY
2026 40751 1873.450394 2316.742706
2027 41096 3476.090544 2806.697708
2028 41406 1460.000459 3566.184249
2029 40997 2749.193502 391.351172
2030 41349 1216.709304 3387.444049
2031 41209 763.972821 2838.172584
2032 41481 3502.811793 3347.609460
2033 41185 1859.013961 1085.581814
2034 41109 758.583643 2095.000900
2035 41159 2712.841055 2558.036468
2036 41014 2588.361023 3685.283123
2037 41445 2953.286452 2995.499819
2038 40890 772.977452 859.984250
2039 41023 261.882651 1681.980645
2040 41285 1440.142618 3438.287005
2041 40891 3107.650632 336.000489
2042 41165 3344.079898 635.118839
2043 41249 404.102766 3140.909404
2044 41392 1452.820328 1635.809239
2045 41468 737.827940 1540.882874
2046 40815 3654.671493 1445.571751
2047 40947 1073.969204 2714.048599
2048 41107 1881.032890 1686.761476
2049 40616 3672.756549 669.889034
2050 41430 3046.911658 2148.206420
