SourceID Photons AvgX AvgY
4326 29724 2551.633360 1661.585991
4327 29479 2457.174599 445.002748
4328 29327 2709.626044 1560.034166
4329 29608 2808.940725 3083.102844
4330 29970 1049.167835 342.187921
4331 29446 3353.005264 2334.947293
4332 29778 1112.479414 3703.709685
4333 29576 1550.973255 3149.998343
4334 29683 1615.315231 1712.003874
4335 29858 1365.790374 1322.007100
4336 29650 2075.889073 1222.002293
4337 29934 1258.940603 327.983564
4338 29614 1906.054231 1587.996522
4339 29775 3064.521041 2926.012460
4340 29629 827.943535 2844.792332
4341 29371 3124.175581 2957.884920
4342 29562 2149.652222 2912.940227
4343 29619 2704.521456 2834.009420
4344 29826 2826.298934 3670.898277
4345 30012 835.366054 3533.800147
4346 29593 1088.434461 3689.986416
4347 29492 2206.627390 1715.008273
4348 29893 3441.412505 2829.439702
4349 29890 1880.121044 884.835396
4350 29726 713.869744 594.961179
