SourceID Photons AvgX AvgY
501 32371 3125.975317 1031.255476
502 24006 1224.464675 1188.256144
503 27371 2799.993204 2271.538490
504 30111 2717.286141 980.269237
505 29133 3500.991590 2693.793979
506 26455 2693.282177 2499.295861
507 15163 391.985161 2633.828926
508 29844 2358.085444 417.468838
509 15781 952.294722 3454.429187
510 13494 387.130651 3160.308137
511 26057 2401.530568 2173.588210
512 28063 2716.289812 1893.224887
513 27054 3043.231204 2791.752384
514 24924 1172.526922 565.254775
515 28041 2227.080097 839.240576
516 28388 2701.531633 1588.304389
517 29374 3372.497140 2311.059508
518 25478 2378.142319 2533.219876
519 16654 418.377507 2330.208659
520 29327 2729.270331 1283.319569
521 28679 2042.167649 344.699536
522 18700 1216.891230 3015.304813
523 24707 1095.697211 584.158457
524 26576 1838.397953 958.160333
525 31340 3536.322719 2046.350128
