SourceID Photons AvgX AvgY
1826 40726 3456.561067 1764.858420
1827 40657 368.085127 2575.961261
1828 40364 2995.995441 2056.536642
1829 40754 3213.954115 1755.754036
1830 40810 2942.004705 2533.701299
1831 40442 3232.983581 3591.951486
1832 40269 616.021654 1852.855869
1833 40638 1353.004749 1910.508736
1834 40943 2524.500134 3456.434262
1835 40090 2200.295834 623.973684
1836 40409 1897.042738 2936.354451
1837 40754 1282.953379 3165.131987
1838 40603 1982.995739 2582.951063
1839 40635 511.954079 2104.149009
1840 40491 1411.013213 2292.951372
1841 40435 534.974601 2898.485421
1842 40320 2561.821081 1462.288294
1843 40458 3287.966855 1885.137847
1844 41141 849.914222 3173.195790
1845 40133 1842.429671 371.061246
1846 40028 580.675877 949.100979
1847 40221 2526.786405 1712.359365
1848 40636 3581.014568 2517.840437
1849 40017 756.965964 735.966689
1850 40431 2433.570923 2379.175187
