# ra 0.00000000000000000e+00 dec -8.52729075788638369e+01 rotSkyPos 1.18434959915902198e+02 MJD(TAI) 5.97253712509999968e+04
# id xmm ymm xpup ypup ra_obs dec_obs
1367 -1.70643494015696803e+02 1.01232439773364831e+02 -1.65404011593521631e-02 9.81241724948147404e-03 3.59318240453765839e+02 -8.63735819950984762e+01
1368 -1.65339162430055580e+02 8.96286710092237229e+01 -1.60268107273896024e-02 8.68797038100380635e-03 3.59992420676719519e+02 -8.63173041641473020e+01
1369 -1.59607263456475351e+02 9.68261815151814744e+01 -1.54712708534121956e-02 9.38568864274485007e-03 3.59211249577325248e+02 -8.63080033861691334e+01
1370 -1.79078764117901471e+02 7.98820190589884760e+01 -1.73581664699199861e-02 7.74299170317220304e-03 1.31340660263597098e+00 -8.63576330198983300e+01
1371 -1.79765795030744101e+02 8.75105083359815126e+01 -1.74245301432575002e-02 8.48231161045579114e-03 7.60599378502283319e-01 -8.63817745731506506e+01
1372 -1.65393311031687972e+02 7.96054259646477362e+01 -1.60322931676051272e-02 7.71650025527814438e-03 7.51276923138509356e-01 -8.62907672906583230e+01
1373 -1.58181670777640448e+02 7.27700251797364785e+01 -1.53336869408269034e-02 7.05412187958693107e-03 9.58736172036332879e-01 -8.62373067249032488e+01
1374 -1.72206008894349026e+02 1.00356770295444591e+02 -1.66918030103398451e-02 9.72750864665359802e-03 3.59450347060920080e+02 -8.63789815624404582e+01
1375 -1.78582256099771598e+02 7.75942990238372516e+01 -1.73101206086981735e-02 7.52127733171656116e-03 1.46513680567361293e+00 -8.63489304519056446e+01
1376 -1.79397496654413288e+02 1.22718772249452343e+02 -1.73877341112972164e-02 1.18942650936139684e-02 3.57970817157874478e+02 -8.64710791620169346e+01
1377 -1.61669265289917945e+02 1.15072862238685786e+02 -1.56705314277362402e-02 1.11539623870817676e-02 3.57879721796942874e+02 -8.63641310485599831e+01
1378 -1.76046986590504588e+02 1.17593335712749308e+02 -1.70633515817756112e-02 1.13977323315833327e-02 3.58248087864061461e+02 -8.64417503778733476e+01
1379 -1.61037398294124387e+02 1.12894139709668380e+02 -1.56093797775773806e-02 1.09428463205331668e-02 3.58025820933202056e+02 -8.63556188356462542e+01
1380 -1.72555611488224656e+02 1.10963816806314682e+02 -1.67253467759904510e-02 1.07554213952627056e-02 3.58633983161626020e+02 -8.64078517342824171e+01
1381 -1.84096715559101256e+02 1.28749091916721710e+02 -1.78426969494979576e-02 1.24783922549429396e-02 3.57669040899192396e+02 -8.65092464207930334e+01
1382 -1.81462937666125356e+02 1.42200351458353566e+02 -1.75870213167543289e-02 1.37817707820282569e-02 3.56455484018643858e+02 -8.65281686173559592e+01
1383 -1.54436507092737486e+02 1.32210875049720329e+02 -1.49692097031575554e-02 1.28149253755706922e-02 3.56251666206356958e+02 -8.63688423475007596e+01
1384 -1.52825021490458113e+02 1.26146861139709173e+02 -1.48132769026486800e-02 1.22273719724564633e-02 3.56672972513110039e+02 -8.63465708759230921e+01
1385 -1.62267083072245470e+02 1.11108848331513556e+02 -1.57285736328298710e-02 1.07697979722915747e-02 3.58213393199339123e+02 -8.63572939152541892e+01
1386 -1.78184945678919547e+02 1.33686070084392867e+02 -1.72698536205148877e-02 1.29569804714007222e-02 3.57030755141677616e+02 -8.64916316460075620e+01
1387 -1.55620159769035894e+02 1.10650758817638376e+02 -1.50845763624219489e-02 1.07256015121808684e-02 3.57990603104667912e+02 -8.63231643404204192e+01
1388 -1.72674270728417326e+02 1.25758369581152280e+02 -1.67363333604585544e-02 1.21890423356022029e-02 3.57459218198493375e+02 -8.64450335291690521e+01
1389 -1.86856809972206577e+02 1.39408609363251543e+02 -1.81095958950730981e-02 1.35110600477344536e-02 3.56898490293150815e+02 -8.65486849524968704e+01
1390 -1.66949882150783765e+02 1.09632726240692435e+02 -1.61823072638507363e-02 1.06266050586258983e-02 3.58513914965817435e+02 -8.63767917227370106e+01
1391 -1.78394697981568527e+02 1.16965859895756736e+02 -1.72908006786022632e-02 1.13368468488217206e-02 3.58392996560782933e+02 -8.64518118612113398e+01
1392 -1.58092270466404131e+02 1.36010948747826319e+02 -1.53232676948520403e-02 1.31830112310053638e-02 3.56081741111354404e+02 -8.63960576140598704e+01
1393 -1.76743562399729001e+02 1.25364279048514078e+02 -1.71305499287143191e-02 1.21507058721655476e-02 3.57651213072029805e+02 -8.64643645644762273e+01
1394 -1.71118242337401512e+02 1.38924783807067598e+02 -1.65850917684550736e-02 1.34648431218101182e-02 3.56330476558331952e+02 -8.64684719440704441e+01
1395 -1.78007972804627286e+02 1.11404539412618291e+02 -1.72535284052392768e-02 1.07979510970434636e-02 3.58820603866292913e+02 -8.64358775761843106e+01
1396 -1.75290767353795104e+02 1.10905897821017632e+02 -1.69903195802239733e-02 1.07497198840344893e-02 3.58749315743227157e+02 -8.64212090255264513e+01
1397 -1.72815973228352135e+02 1.19621159038349120e+02 -1.67502796029236553e-02 1.15943441042371288e-02 3.57957063075008307e+02 -8.64307411526067710e+01
1398 -1.68189371451281204e+02 1.18604618765590828e+02 -1.63021013005943578e-02 1.14959970011845099e-02 3.57855487868275077e+02 -8.64052390791056268e+01
1399 -1.86874952302309964e+02 1.14495083152343739e+02 -1.81123472818920453e-02 1.10971250163563132e-02 3.58939728242082026e+02 -8.64874409983866030e+01
1400 -1.68743987440316573e+02 1.24162019445819340e+02 -1.63556405230883446e-02 1.20344990507871338e-02 3.57434174795325646e+02 -8.64215538872589235e+01
1401 -1.87065216320101968e+02 1.66455525754646345e+02 -1.81284807693579617e-02 1.61311966861484683e-02 3.54611193467949477e+02 -8.66111811050705569e+01
1402 -1.87067923842293396e+02 1.68038744981049462e+02 -1.81286597312490527e-02 1.62845514445103985e-02 3.54474405130304376e+02 -8.66146198156455398e+01
1403 -1.66924380069227823e+02 1.59754182541969158e+02 -1.61779406418959375e-02 1.54830210026044683e-02 3.54454037759749042e+02 -8.64938529321403848e+01
1404 -1.83610191509354763e+02 1.72681222813599788e+02 -1.77935262976825874e-02 1.67344081174994434e-02 3.53947110039759593e+02 -8.66068316112778689e+01
1405 -1.72024706329011678e+02 1.84929293907632712e+02 -1.66707480291268251e-02 1.79213191391366794e-02 3.52485867907312354e+02 -8.65721630097631873e+01
1406 -1.85756449519694684e+02 1.69915125011127031e+02 -1.80015427389719519e-02 1.64663697696335737e-02 3.54264116114638000e+02 -8.66119467823176450e+01
1407 -1.86764117370292780e+02 1.57825724580440180e+02 -1.80997582813728804e-02 1.52952692717989794e-02 3.55341142655190595e+02 -8.65906460812692274e+01
1408 -1.62834729079596286e+02 1.86651300468796137e+02 -1.57804898189109408e-02 1.80885795271261834e-02 3.52037150657079792e+02 -8.65278623986802273e+01
1409 -1.66950575613492731e+02 1.85793775786832128e+02 -1.61792153052374744e-02 1.80053137869219358e-02 3.52244131954705210e+02 -8.65475607933831697e+01
1410 -1.69910733849274493e+02 1.85908268106494120e+02 -1.64659363801035012e-02 1.80162468010541602e-02 3.52331213268092142e+02 -8.65631381809251224e+01
1411 -1.74016996901631245e+02 1.86078605056048900e+02 -1.68636557958149608e-02 1.80325232735997557e-02 3.52452320355191318e+02 -8.65847552285529360e+01
1412 -1.61822405011385626e+02 1.75611508890267061e+02 -1.56829731593506536e-02 1.70193403083173239e-02 3.52945002352042195e+02 -8.65007635950428977e+01
1413 -1.55827580141578920e+02 1.58876687981283624e+02 -1.51029694055925152e-02 1.53984920747860746e-02 3.54140288490910393e+02 -8.64352038494353536e+01
1414 -1.60016076768444634e+02 1.75136778144544792e+02 -1.55080139760427321e-02 1.69734420317965151e-02 3.52925244015656403e+02 -8.64904753156108512e+01
1415 -1.72623169095720073e+02 1.64438297701525244e+02 -1.67297533583771335e-02 1.59365175464509408e-02 3.54261818096808440e+02 -8.65330495243172635e+01
1416 -1.79658243973573150e+02 1.74745257083855194e+02 -1.74106545139901328e-02 1.69345376630360249e-02 3.53628346750709795e+02 -8.65908727438425956e+01
1417 -1.74418822865514556e+02 1.53552593732761949e+02 -1.69041951867455603e-02 1.48818973390908004e-02 3.55242983552363000e+02 -8.65184430244663076e+01
1418 -1.82014794398283300e+02 1.81822995458518278e+02 -1.76385110524073796e-02 1.76199243889986756e-02 3.53094970599563680e+02 -8.66175668386559181e+01
1419 -1.66455588232710141e+02 1.65343168746488686e+02 -1.61322739355850668e-02 1.60244622599691154e-02 3.53968940309981690e+02 -8.65033836083501910e+01
1420 -1.56828227948519555e+02 1.53026940288600514e+02 -1.52001526284723139e-02 1.48317230837957999e-02 3.54655674042175065e+02 -8.64277321508476604e+01
1421 -1.83039430302810985e+02 1.71833698031268966e+02 -1.77382913691206574e-02 1.66523475169783365e-02 3.54000083721097042e+02 -8.66021156461998487e+01
1422 -1.61048023350618678e+02 1.60358532107603168e+02 -1.56086519998935216e-02 1.55418270327483295e-02 3.54197848349315564e+02 -8.64650944578942955e+01
1423 -1.77566964939173573e+02 1.74909938838761235e+02 -1.72080918664465378e-02 1.69505983104627188e-02 3.53540922771698888e+02 -8.65804649106517559e+01
1424 -1.66168586747973961e+02 1.54489801018179776e+02 -1.61049571798319094e-02 1.49730564531558412e-02 3.54865615316509093e+02 -8.64785482999675850e+01
1425 -1.54222557823190300e+02 1.77369490513384505e+02 -1.49466670788529331e-02 1.71899802601424671e-02 3.52547800043769996e+02 -8.64649809967715015e+01
1426 -1.42661898964474688e+02 8.96485457544288522e+01 -1.38294753852680682e-02 8.69042376300263597e-03 3.59084832169826939e+02 -8.62062121326587061e+01
1427 -1.30409686001636288e+02 7.66888800190979083e+01 -1.26423645538957519e-02 7.43448441720228215e-03 3.59562467236335863e+02 -8.61125288510513514e+01
1428 -1.34162361712349707e+02 7.83928272281387990e+01 -1.30060198298879784e-02 7.59958793537176408e-03 3.59583666548674955e+02 -8.61353616817118422e+01
1429 -1.16451257889306660e+02 1.02406363464394815e+02 -1.12890726319618342e-02 9.92752586857882299e-03 3.57167797929306062e+02 -8.61077337386581121e+01
1430 -1.18835458965800896e+02 9.62850842055327121e+01 -1.15202685570919613e-02 9.33416707221344094e-03 3.57703320844700670e+02 -8.61048155678570026e+01
1431 -1.21032540540512684e+02 8.05825118676045236e+01 -1.17334896825536002e-02 7.81206498161792200e-03 3.58926077572583893e+02 -8.60764709712239267e+01
1432 -1.23038979694920144e+02 8.98480831969478544e+01 -1.19277893606152315e-02 8.71015846754841921e-03 3.58327976780020663e+02 -8.61097909828555572e+01
1433 -1.27445482376613228e+02 8.84820288118022802e+01 -1.23548773967052192e-02 8.57766471902937991e-03 3.58591539017013986e+02 -8.61281755970603768e+01
1434 -1.41775898005153977e+02 7.02064002680921533e+01 -1.37439886321421758e-02 6.80592386128426718e-03 4.77491006077808422e-01 -8.61508552657437718e+01
1435 -1.23893252308678314e+02 7.79809332302831990e+01 -1.20107910793441595e-02 7.55983622794613799e-03 3.59220906122081203e+02 -8.60838857946089178e+01
1436 -1.38738840356851028e+02 7.08851725550299108e+01 -1.34496596226689070e-02 6.87177030388250090e-03 3.07437197655974381e-01 -8.61379032079623954e+01
1437 -1.25255402180995901e+02 7.72693195316749382e+01 -1.21428201064175036e-02 7.49083417146839594e-03 3.59323712934655646e+02 -8.60887437034685661e+01
1438 -1.29874175380972929e+02 8.40735804635357624e+01 -1.25903356971065646e-02 8.15030854431659200e-03 3.59005385139483735e+02 -8.61289643960353715e+01
1439 -1.35484318638470995e+02 9.96687762916660063e+01 -1.31337005971624479e-02 9.66178137702650500e-03 3.58063303527040659e+02 -8.61959753403543516e+01
1440 -1.11577398067961454e+02 7.85653510968102466e+01 -1.08170985651271888e-02 7.61667829985047083e-03 3.58721382232194969e+02 -8.60246793114813073e+01
1441 -1.40253319972904279e+02 9.88268252993368606e+01 -1.35958667801379749e-02 9.58006806065861242e-03 3.58305918646113071e+02 -8.62175441105966911e+01
1442 -1.19068654045722681e+02 8.10289090683734230e+01 -1.15431409246247070e-02 7.85536818099637560e-03 3.58820850919209477e+02 -8.60679205494115536e+01
1443 -1.11075003209537044e+02 9.57037372941080378e+01 -1.07681238836363335e-02 9.27796236355595862e-03 3.57468763226319425e+02 -8.60646861215182071e+01
1444 -1.35530556978597019e+02 6.74861065865707417e+01 -1.31387954414795491e-02 6.54233384227044870e-03 4.25226424287649729e-01 -8.61132072661845456e+01
1445 -1.37964364279286286e+02 9.00490722019498548e+01 -1.33742467212528311e-02 8.72934481987537592e-03 3.58874034956752041e+02 -8.61840915187456886e+01
1446 -1.35665203722278392e+02 7.32480592982536933e+01 -1.31517517305101000e-02 7.10086495432077098e-03 1.53990931405142348e-02 -8.61292009904059199e+01
1447 -1.36044920039448073e+02 8.95571512760390931e+01 -1.31882464311300959e-02 8.68170439848782449e-03 3.58837108750738878e+02 -8.61733719538445371e+01
1448 -1.27322049995689696e+02 7.95050760132443770e+01 -1.23430766414204095e-02 7.70751999866992835e-03 3.59240672831678296e+02 -8.61046722357100975e+01
1449 -1.28462877209594296e+02 7.96555543014319341e+01 -1.24536385422640318e-02 7.72208674366846749e-03 3.59273153817722743e+02 -8.61106679037619926e+01
1450 -1.31616644100489793e+02 8.33479700102372476e+01 -1.27592180442765209e-02 8.07994254964049599e-03 3.59124633407637873e+02 -8.61356839184161913e+01
1451 -1.43452079843767848e+02 1.12699576335359168e+02 -1.39054839596803211e-02 1.09244993359515104e-02 3.57371971934527096e+02 -8.62675413786139842e+01
1452 -1.28494754375218264e+02 1.12008101293123758e+02 -1.24560569706629511e-02 1.08578696279605699e-02 3.56879367524605641e+02 -8.61910002756872302e+01
1453 -1.12103977158833104e+02 1.41808463482282832e+02 -1.08668219912129247e-02 1.37462324581582793e-02 3.54052568901437951e+02 -8.61748325723473840e+01
1454 -1.41502464030758802e+02 1.19834498034024023e+02 -1.37163670937405658e-02 1.16160094934566731e-02 3.56750477102049445e+02 -8.62748176904430579e+01
1455 -1.34195269601726693e+02 1.30603084773186936e+02 -1.30079761329231474e-02 1.26597741832316767e-02 3.55655274594294951e+02 -8.62628683254638275e+01
1456 -1.19857547366319395e+02 1.21503938838686210e+02 -1.16187739164729190e-02 1.17783721288155663e-02 3.55858666652933152e+02 -8.61695924322856825e+01
1457 -1.44511672874621439e+02 1.30169295594602289e+02 -1.40076421019949011e-02 1.26174230018077822e-02 3.56053523584561503e+02 -8.63140567370354148e+01
1458 -1.30080251676798270e+02 1.30930111192582103e+02 -1.26092040095639492e-02 1.26915843238380420e-02 3.55487517695914562e+02 -8.62427460044180663e+01
1459 -1.27318930166826362e+02 1.26091598233223607e+02 -1.23417474286991215e-02 1.22227751696968329e-02 3.55765392014075871e+02 -8.62178061903489663e+01
1460 -1.17861502460914693e+02 1.20918197750957518e+02 -1.14253421119235154e-02 1.17216542129187154e-02 3.55834783321618772e+02 -8.61581568398232633e+01
1461 -1.10485827388069595e+02 1.40398222161239289e+02 -1.07100368287670576e-02 1.36096200353264529e-02 3.54109236960172325e+02 -8.61635389958341875e+01
1462 -1.26129321666618111e+02 1.41113967065103736e+02 -1.22260377529641116e-02 1.36785377580057824e-02 3.54562413925742135e+02 -8.62451291764920143e+01
1463 -1.40921697777693339e+02 1.41759984981004948e+02 -1.36594104325165073e-02 1.37406648394029704e-02 3.55011798146001581e+02 -8.63219755771850430e+01
1464 -1.32117261820146098e+02 1.12924379603350800e+02 -1.28070885726345954e-02 1.09465826922655329e-02 3.56940027532723377e+02 -8.62113469297390367e+01
1465 -1.33160516896760214e+02 1.35590836523414879e+02 -1.29075564455329774e-02 1.31431329399232227e-02 3.55230777588237629e+02 -8.62688201240347183e+01
1466 -1.43850160953953576e+02 1.26489158939482323e+02 -1.39436586220270959e-02 1.22608250136337030e-02 3.56318171385612459e+02 -8.63022137946914683e+01
1467 -1.25098649878264695e+02 1.15467571862414331e+02 -1.21268523590916371e-02 1.11932318822058757e-02 3.56497410278543725e+02 -8.61820860342700854e+01
1468 -1.35231713351135284e+02 1.27456617160272060e+02 -1.31085025755530143e-02 1.23548341798974514e-02 3.55935854369648609e+02 -8.62609479906621885e+01
1469 -1.22738184395025300e+02 1.31801455064641345e+02 -1.18976759136108137e-02 1.27762277487705692e-02 3.55170483246782567e+02 -8.62074028601152946e+01
1470 -1.24322748655461353e+02 1.26781709686980975e+02 -1.20513711745003516e-02 1.22897334405776583e-02 3.55609486279966916e+02 -8.62041950116334732e+01
1471 -1.32025184758929953e+02 1.25058389276162899e+02 -1.27978446188305450e-02 1.21225191781396350e-02 3.56008636592479206e+02 -8.62392449349188439e+01
1472 -1.17552061598426732e+02 1.17232183595527232e+02 -1.13954394120722204e-02 1.13644305947726287e-02 3.56101976584209979e+02 -8.61481400869531342e+01
1473 -1.39433320473591152e+02 1.18290844884827138e+02 -1.35159085806037024e-02 1.14664718587729024e-02 3.56794371262467564e+02 -8.62607809748050443e+01
1474 -1.44389697501659356e+02 1.11452201160474914e+02 -1.39963728245973123e-02 1.08035863122858712e-02 3.57502646161580401e+02 -8.62692026508348420e+01
1475 -1.41332069649214361e+02 1.21974426625088327e+02 -1.36997942994021432e-02 1.18233926574393671e-02 3.56578608491036960e+02 -8.62789980914683525e+01
1476 -1.39296655157852626e+02 1.65614888140817698e+02 -1.35010905831868637e-02 1.60519404014382028e-02 3.53039331432957169e+02 -8.63642009011795295e+01
1477 -1.28297557259669588e+02 1.72777169863494919e+02 -1.24350778715104967e-02 1.67462078589951241e-02 3.52113793283959751e+02 -8.63214761837790547e+01
1478 -1.29127151980879603e+02 1.53540470620213341e+02 -1.25161440556156595e-02 1.48824985231159838e-02 3.53682522217133055e+02 -8.62869409478713720e+01
1479 -1.42289583011727217e+02 1.79449015444291149e+02 -1.37905028581996585e-02 1.73919418976837721e-02 3.51996618787636407e+02 -8.64071417259324903e+01
1480 -1.14370002865547733e+02 1.84927422374719583e+02 -1.10850743636174386e-02 1.79237053207539111e-02 3.50724668984660980e+02 -8.62716783166168426e+01
1481 -1.17528111601699891e+02 1.81403885566991306e+02 -1.13912226838013674e-02 1.75822790653136878e-02 3.51098357864129298e+02 -8.62817370354673301e+01
1482 -1.28659646944467653e+02 1.79305168490954316e+02 -1.24699141440450002e-02 1.73785651505074905e-02 3.51594137241562578e+02 -8.63359154460610227e+01
1483 -1.27242620777418580e+02 1.70441825028197087e+02 -1.23329441458883311e-02 1.65200111044008918e-02 3.52270385803078057e+02 -8.63114348944016996e+01
1484 -1.32938642785668947e+02 1.65323390360883707e+02 -1.28850554407867190e-02 1.60239416156312021e-02 3.52860583626432799e+02 -8.63307651169395172e+01
1485 -1.43035651548392565e+02 1.76604170136084548e+02 -1.38629069894100343e-02 1.71163423806279628e-02 3.52255646172389902e+02 -8.64054768217386879e+01
1486 -1.36105953049234984e+02 1.85857335018728406e+02 -1.31911233809346197e-02 1.80129302396999542e-02 3.51277325637545573e+02 -8.63871167570705722e+01
1487 -1.22870896097312183e+02 1.57215155292043562e+02 -1.19097774175290997e-02 1.52387389175350028e-02 3.53191761454938273e+02 -8.62623185483557791e+01
1488 -1.25668200145080846e+02 1.75368529379651534e+02 -1.21802059912977621e-02 1.69973375107554739e-02 3.51824600627038365e+02 -8.63128140046910772e+01
1489 -1.15830345891577210e+02 1.75898135452048166e+02 -1.12268997759709891e-02 1.70489928377561238e-02 3.51491571729871396e+02 -8.62625585985362022e+01
1490 -1.34432337654981495e+02 1.61797451017536531e+02 -1.30299168422201052e-02 1.56822931804724182e-02 3.53192646605200480e+02 -8.63313224035024689e+01
1491 -1.38626889186367521e+02 1.83314154254664658e+02 -1.34354763029407819e-02 1.77664880885488354e-02 3.51563847517881754e+02 -8.63954805364982832e+01
1492 -1.18530416819210330e+02 1.82560055233453113e+02 -1.14883039532373468e-02 1.76942379899046771e-02 3.51033763304178251e+02 -8.62891203396825546e+01
1493 -1.43670709372318129e+02 1.62894319020186629e+02 -1.39249967517025026e-02 1.57882067481733834e-02 3.53403001688481766e+02 -8.63811865331677922e+01
1494 -1.19950332142331035e+02 1.77672515509301320e+02 -1.16260696569747829e-02 1.72207363210134697e-02 3.51469277856101201e+02 -8.62874052262527158e+01
1495 -1.31212012561203636e+02 1.63498356238526100e+02 -1.27178186909763825e-02 1.58471957736669583e-02 3.52953216825138384e+02 -8.63181579777049848e+01
1496 -1.11759118875707713e+02 1.54718650420337923e+02 -1.08330402197453265e-02 1.49971955721328980e-02 3.53042462586300758e+02 -8.61998771310922081e+01
1497 -1.23665912828644096e+02 1.55090292355803200e+02 -1.19868864136862124e-02 1.50328386845804945e-02 3.53384911051850452e+02 -8.62620535114963189e+01
1498 -1.44846028882980761e+02 1.66072245139860513e+02 -1.40387435622400750e-02 1.60960274872811136e-02 3.53181404715207407e+02 -8.63937675943658547e+01
1499 -1.43573841335883543e+02 1.72036465281589500e+02 -1.39152415998082622e-02 1.66738519781599419e-02 3.52650002819979989e+02 -8.63992357522936629e+01
1500 -1.11262686041899954e+02 1.55969998231987944e+02 -1.07848939297892910e-02 1.51184547758261983e-02 3.52929699102109055e+02 -8.61998484370621725e+01
1501 -9.78311559741721766e+01 8.81134140209488805e+01 -9.48454715472825914e-03 8.54243029149544253e-03 3.57551033174988788e+02 -8.59801311342196328e+01
1502 -7.66730494356089309e+01 7.10830766110396155e+01 -7.43372209420083661e-03 6.89175454761354299e-03 3.58012163141983478e+02 -8.58329485862532096e+01
1503 -9.97965011411758525e+01 9.67643915625868800e+01 -9.67491656534973793e-03 9.38096430395384852e-03 3.56999050935206469e+02 -8.60108008025511737e+01
1504 -6.86059695951667976e+01 7.96410157423721188e+01 -6.65158348356906411e-03 7.72146896330644806e-03 3.57155705463518359e+02 -8.58135392820566949e+01
1505 -8.34953077496345486e+01 8.30287693635939092e+01 -8.09495763817029597e-03 8.04972625243897261e-03 3.57418001560316270e+02 -8.58961955127933692e+01
1506 -8.73272575745904760e+01 8.60115142287050105e+01 -8.46638392447507902e-03 8.33882251213111797e-03 3.57338937723853746e+02 -8.59225630862361953e+01
1507 -9.86087778861496531e+01 9.39018359660274058e+01 -9.55983592583214969e-03 9.10351151503027527e-03 3.57164129128737386e+02 -8.59980031524165440e+01
1508 -7.50019077227078981e+01 7.08180525059966186e+01 -7.27171742030745423e-03 6.86607690012382751e-03 3.57973469824765118e+02 -8.58239827591366833e+01
1509 -7.10301786886043658e+01 9.07637966565565790e+01 -6.88648513328935213e-03 8.79968976364904967e-03 3.56465898848652444e+02 -8.58520648267208060e+01
1510 -7.56589891367124778e+01 8.23052032657043071e+01 -7.33530547362565635e-03 7.97967055747827309e-03 3.57205308165213637e+02 -8.58552545373161990e+01
1511 -9.65390857976723424e+01 7.36377855976686533e+01 -9.35949425095181087e-03 7.13920610765530345e-03 3.58526826490338976e+02 -8.59378754631635360e+01
1512 -1.00893169341653419e+02 9.39592243129663842e+01 -9.78126142103153025e-03 9.10903822250178248e-03 3.57238816078681907e+02 -8.60095754455440442e+01
1513 -6.82494315546901760e+01 7.72758535879062549e+01 -6.61704005442374787e-03 7.49218574840746984e-03 3.57306000708772729e+02 -8.58060647657091380e+01
1514 -1.00057637314744170e+02 1.00026825178028815e+02 -9.70017427777167610e-03 9.69718716850115348e-03 3.56772320696315603e+02 -8.60198582405835452e+01
1515 -7.55550778009454120e+01 8.00997992948283866e+01 -7.32525484635664168e-03 7.76587702712012735e-03 3.57354419971391678e+02 -8.58494200699749541e+01
1516 -7.81956851220299711e+01 8.87396439067150595e+01 -7.58114549381591358e-03 8.60339225209613354e-03 3.56841511780721646e+02 -8.58833343351081311e+01
1517 -9.96576739140109851e+01 6.82962135959150487e+01 -9.66185461875381478e-03 6.62134746737568902e-03 3.59011233217710412e+02 -8.59397166581991740e+01
1518 -9.85796906301997069e+01 8.61359421762422386e+01 -9.55713259353751371e-03 8.35073243976521169e-03 3.57717802609855994e+02 -8.59790390910017948e+01
1519 -7.22329591091377239e+01 7.59395571438360122e+01 -7.00323648665608818e-03 7.36260405124313823e-03 3.57529764323257496e+02 -8.58227366031773187e+01
1520 -9.90912651602026386e+01 7.19794536818175033e+01 -9.60690730525442550e-03 6.97841467949889167e-03 3.58733899477482680e+02 -8.59463049567516606e+01
1521 -8.49671308696241852e+01 9.09587568350883942e+01 -8.23753590238014352e-03 8.81842210506807514e-03 3.56910769236671001e+02 -8.59225939481624721e+01
1522 -9.58997300593483004e+01 8.92428085965921412e+01 -9.29731308130126929e-03 8.65193605095325967e-03 3.57403781730342189e+02 -8.59732259039380153e+01
1523 -9.70679740085301574e+01 9.87907821632900891e+01 -9.41040706427094704e-03 9.57742740435254397e-03 3.56759901277131519e+02 -8.60019175636214186e+01
1524 -1.00521228212442850e+02 9.84608873164626175e+01 -9.74513594405783737e-03 9.54539403402073112e-03 3.56901432746645924e+02 -8.60184739793878634e+01
1525 -8.88505006864945557e+01 8.75291738169433273e+01 -8.61402264642467663e-03 8.48592050305235768e-03 3.57283805023365574e+02 -8.59338423725819922e+01
1526 -7.44428157034998890e+01 1.10250793767330677e+02 -7.21706870743185798e-03 1.06885741242900983e-02 3.55200409372824367e+02 -8.59138259886875915e+01
1527 -8.33480040853594772e+01 1.39575277015713567e+02 -8.07979435952148328e-03 1.35304924015367568e-02 3.53336070075596353e+02 -8.60222991726317474e+01
1528 -7.06572958683290437e+01 1.34419580718469490e+02 -6.84975154788730611e-03 1.30310779626850361e-02 3.53341784510453124e+02 -8.59462507745286644e+01
1529 -7.12355548505668139e+01 1.15565184380471095e+02 -6.90608777898766256e-03 1.12037213607816336e-02 3.54721260098816856e+02 -8.59092012623382573e+01
1530 -7.43921226282771073e+01 1.17191315111988501e+02 -7.21205566723005440e-03 1.13612874380102074e-02 3.54701533283243634e+02 -8.59288668715880135e+01
1531 -7.51506083876160318e+01 1.23896287899633037e+02 -7.28547869359744572e-03 1.20111305161081944e-02 3.54240605538340276e+02 -8.59472389276507585e+01
1532 -1.00065215752906312e+02 1.29919573833884613e+02 -9.70032955192871339e-03 1.25944132729080942e-02 3.54571072941484317e+02 -8.60876913830279165e+01
1533 -9.53702119682580189e+01 1.42546138940527811e+02 -9.24499294826048104e-03 1.38181306522161575e-02 3.53475130647086303e+02 -8.60903820896343746e+01
1534 -1.02236335955297648e+02 1.18805394553181571e+02 -9.91099829237115926e-03 1.15172365239684642e-02 3.55469575482547725e+02 -8.60741892549657166e+01
1535 -7.23243417493616363e+01 1.17761569142180434e+02 -7.01160187580384450e-03 1.14165883729208557e-02 3.54597137768225195e+02 -8.59195467850655064e+01
1536 -8.45780766836259659e+01 1.29137027322870438e+02 -8.19922324151010906e-03 1.25188861851973261e-02 3.54145266656156252e+02 -8.60067468933632426e+01
1537 -9.12504162842430020e+01 1.12439474104831973e+02 -8.84627740561214938e-03 1.09004519625873295e-02 3.55578185222085153e+02 -8.60041031161952958e+01
1538 -9.63701775444156112e+01 1.13197962494423891e+02 -9.34252112163022966e-03 1.09738757619518793e-02 3.55689944015725985e+02 -8.60317729979777681e+01
1539 -9.37469093089232217e+01 1.13925392183275264e+02 -9.08823705112142902e-03 1.10444277889919732e-02 3.55550965279464265e+02 -8.60201205334825403e+01
1540 -9.92779993469582109e+01 1.22101489595356796e+02 -9.62419457961865080e-03 1.18367463290647065e-02 3.55128547067700651e+02 -8.60665205670602376e+01
1541 -9.40412374477621142e+01 1.13169835510643807e+02 -9.11677972649280188e-03 1.09711918944821896e-02 3.55615767992850522e+02 -8.60199056030634921e+01
1542 -7.78198200335351800e+01 1.28228345057641349e+02 -7.54414716644613050e-03 1.24309399020430516e-02 3.54006237697978804e+02 -8.59701533386986085e+01
1543 -9.68277816993917071e+01 1.36519681439055688e+02 -9.38640104406678055e-03 1.32340993246493743e-02 3.53974037836786522e+02 -8.60852568583642181e+01
1544 -8.50830537239116182e+01 1.30642060910056585e+02 -8.24814290105125615e-03 1.26647356919108167e-02 3.54049826470891958e+02 -8.60125386265596887e+01
