SourceID Photons AvgX AvgY
67608869955588 0 -nan -nan
61894799559684 29338 359.034290 2734.960393
61892297609220 0 -nan -nan
61894844128260 0 -nan -nan
61740957102084 0 -nan -nan
61740957940740 0 -nan -nan
61918858084356 29485 2872.988740 2922.720061
61894804951044 29366 3025.414833 2496.285126
61918874857476 29198 3663.730495 1155.562367
61894849040388 29154 3573.320093 819.433731
61918867429380 29076 516.666563 1977.023249
61894859942916 28926 2023.998963 434.991046
61894852275204 29086 2630.566561 714.168569
