SourceID Photons AvgX AvgY
61894659144708 40965 3088.806030 3392.867521
61894644767748 41313 1830.033767 3980.012345
61659235825668 40135 3389.331930 2746.918600
61853594713092 40796 2430.516080 2924.673081
61740952549380 0 -nan -nan
67603116655620 40992 970.903225 675.012881
61894688737284 41232 762.042176 2255.942472
67608827303940 41012 300.020043 1064.331781
61894710182916 41208 327.981242 1423.002257
61894681428996 40992 2164.964335 2530.571697
61850003348484 41138 2534.962079 3956.855486
61894718210052 41308 499.007456 1110.010192
