SourceID Photons AvgX AvgY
61894659144708 4248 3068.624529 3404.537665
61894644767748 4353 1810.979784 3991.495980
61659235825668 4292 3369.062675 2759.101584
61853594713092 4385 2410.906043 2936.806613
61740952549380 0 -nan -nan
67603116655620 4271 952.272536 689.005619
61894688737284 4372 743.890668 2268.443275
67608827303940 4308 282.074280 1078.003946
61894710182916 4334 309.900554 1436.284725
61894681428996 4467 2145.492053 2542.987687
61850003348484 4389 2515.089998 3968.064252
61894718210052 4365 480.914777 1123.684765
