SourceID Photons AvgX AvgY
61740905464836 29728 2163.965353 1594.097484
61894520407044 30105 801.294403 394.033682
61892274606084 29999 1503.265642 484.038535
61740903428100 30080 676.507613 1865.388265
61918741151748 30006 1053.967706 2178.461808
61918747980804 29904 153.617309 1481.011604
61892264302596 30078 1968.392712 3730.032449
61740913491972 29926 3630.934505 403.925550
61892275923972 29774 3365.969504 24.662088
61892265860100 29941 2683.934939 3272.000802
61892267297796 30007 1963.154731 2834.722898
61740893484036 30115 922.417566 3109.554906
