SourceID Photons AvgX AvgY
61918786918404 44291 3637.200628 1709.969181
61894613617668 44272 139.041268 1135.006234
61740922956804 44315 503.907052 3083.767799
61740917445636 44071 2123.861224 4029.672460
61894593849348 44128 1206.965917 1870.648930
61892277002244 43978 3796.827982 3921.076948
61892280716292 44112 1319.155219 2584.248685
61740935416836 43717 727.997804 578.986458
61892286706692 43931 292.001912 334.003688
61894588937220 44097 2504.944259 2046.951017
61894594568196 44198 2970.994050 1832.108172
61894571804676 0 -nan -nan
61894587379716 0 -nan -nan
61894561620996 44397 1071.926504 3096.350091
61894610143236 44501 1200.110402 1261.697333
61918780448772 44226 1676.012278 2403.037964
61918779490308 44098 1837.970928 2502.024400
61918799498244 43935 258.976056 415.004620
