SourceID Photons AvgX AvgY
61892167976964 29823 2350.020286 2525.588774
61918542270468 30155 2945.981728 341.062212
61918527054852 30232 3219.911319 1769.137437
61740284619780 30067 347.116240 2474.296371
61892157553668 29984 1040.323239 4051.064835
61892160189444 29961 2508.959881 3708.066086
61918510281732 30199 3567.767972 3336.259677
61892156715012 0 -nan -nan
61892157673476 0 -nan -nan
61892172769284 0 -nan -nan
61918543588356 30156 633.371369 171.950657
61918538796036 30009 406.978007 613.277550
61892178879492 30189 2222.079499 811.188810
