SourceID Photons AvgX AvgY
67603106471940 44424 3134.059540 818.023929
61892227761156 44278 2863.272731 241.004336
61892224526340 44315 3905.067043 935.957780
61892216139780 44216 1026.045097 2624.683079
61740644283396 44246 1563.526036 3144.090991
61892219494404 43996 527.979180 1947.490817
61740618045444 44121 2882.847669 3898.987308
61892210029572 44163 2027.099563 3824.008401
61918624219140 44042 3144.187230 1034.143908
61918614275076 44216 1135.032635 1962.982540
61918616791044 44374 1082.996665 1724.033939
61918614514692 44402 1961.730260 1950.328296
