SourceID Photons AvgX AvgY
61740795361284 29830 261.896581 1832.747368
61740758340612 30132 3701.786041 3571.773928
61892234350596 30172 3550.308365 3147.195214
61892244893700 30136 577.084318 576.771005
61918678012932 30168 1431.087411 51.727658
61740759418884 30104 568.481697 3497.212962
61892233511940 30121 3795.998971 3337.646824
61892237465604 30136 2434.974914 2397.001327
61892231235588 29937 2555.227545 3843.040485
61892243456004 29992 3600.266471 962.268672
61892246091780 30169 1375.087308 278.918492
