SourceID Photons AvgX AvgY
61892065660932 36752 1713.014829 2940.970968
61918395026436 37448 507.269494 1167.920690
61892066499588 36948 3648.334795 2927.000839
61892070333444 36873 3925.974914 2542.406286
61918394786820 37153 920.023148 1202.837833
61735085431812 37924 1301.022044 609.219175
61658207273988 36537 2407.990530 2450.325670
61892083392516 37429 904.779369 1035.099335
61918406528004 37595 1910.000665 214.024498
61739613575172 0 -nan -nan
68399329284 37214 631.758021 727.094024
94321467396 37343 1511.982621 393.385882
