SourceID Photons AvgX AvgY
61892143176708 29619 1676.777406 1896.669131
61735090224132 30000 1481.008233 1486.882700
61740174396420 30110 1093.092328 96.108834
61892148807684 29973 3772.024856 1166.079205
61740050994180 29935 238.036512 1980.712911
61892129518596 29754 1617.350474 3750.850474
61918464874500 29988 477.305589 3185.671769
61892133232644 29875 3935.001707 3325.488502
61740159540228 29945 263.063149 309.235899
61918494946308 30021 1092.050798 475.036275
61892156715012 0 -nan -nan
61892141619204 29900 72.022542 2077.250201
61892131076100 29884 787.840851 3520.469950
61739958262788 30072 562.992884 3357.417731
