SourceID Photons AvgX AvgY
61892228599812 0 -nan -nan
61849991367684 30175 3775.917680 635.451698
61892224885764 30230 2987.263778 750.082832
61892213983236 30169 1037.393384 2935.879810
61918619786244 30147 404.229210 1323.064185
61892221291524 30027 3740.966130 1507.936291
61892208472068 30279 1301.885333 3983.048747
61892208591876 30136 3539.017919 3994.023328
61918611279876 30056 3137.965631 2165.911299
61892213024772 30034 806.028301 3114.983952
61918604450820 30111 326.536913 2786.621467
68473250820 30089 1345.313370 1236.938715
