# ra 42.32886139711593643 dec -63.78212012019934463 rotSkyPos 310.92162088036957357 MJD(TAI) 59639.03073399999993853
#uniqueId, raJ2000, decJ2000, properMotionRa, properMotionDec, parallax, radialVelocity
67603098085380, 45.148102899999998, -63.987664199999998, 0.01018000030517578, 0.00054000002145767213, 0.00088593120000000003, 7.6500000953674316
61659204915204, 40.166376000000007, -63.855693300000006, 0.017249999999999998, 0.0081700000762939453, 0.00057756379999999996, 64.610000610351562
61850004067332, 42.5277308, -65.271184399999996, 0.0083900003433227538, -0.0049000000953674317, 0.00049068190000000006, 56.840000152587891
61892192178180, 44.457347900000002, -64.028033800000003, 0.011949999809265137, -0.00020000000298023225, 0.0001653484, 182.97999572753906
61740219803652, 45.16968, -63.944055900000002, 0.010489999771118162, -0.00062999999523162835, 0.00040457590000000004, 20.069999694824219
61892191698948, 44.746421799999993, -64.151509799999999, 0.00093000000715255735, 0.00023999999463558195, 4.3832900000000005e-05, 164.25
61740478948356, 44.675836500000003, -64.110465700000006, 0.011300000190734865, 0.0051999998092651361, 0.00037393830000000003, 25.459999084472656
61735089145860, 45.985772599999997, -63.967096900000001, 0.0034700000286102292, 0.0020499999523162843, 0.00016904409999999998, 138.72000122070312
61892284550148, 39.991336299999993, -63.714506800000009, -0.0001500000059604645, -0.0049600000381469734, 0.0001207814, 103.15000152587891
61892284190724, 39.973766300000001, -63.692634099999999, 0.0014900000095367431, -0.00011999999731779097, 4.8752799999999998e-05, 112.94999694824219
61894659144708, 43.08903939999999, -65.456766400000006, 0.001399999976158142, 0.0010700000524520874, 3.7792e-05, 216.91000366210938
61918808723460, 39.75522209999999, -63.733377500000003, 0.0099700002670288085, -0.0016100000143051149, 0.00022594359999999998, 127.45999908447266
61918486799364, 45.6897351, -64.021328999999994, 0.001399999976158142, -0.00025999999046325684, 3.6257699999999997e-05, 50.159999847412109
61894644767748, 43.035712799999999, -65.383071700000002, 0.00063999998569488534, -0.0027599999904632569, 6.3562400000000013e-05, -98.069999694824219
61739938734084, 45.546200899999995, -63.766483600000001, 0.033349998474121095, 0.003589999914169311, 0.0021817249999999998, 6
61892173488132, 45.0536101, -64.047567200000003, 0.030139999389648436, 0.0041500000953674319, 0.00071944900000000004, 247.32000732421875
61894738457604, 42.071752799999992, -65.226580200000001, 0.0031500000953674314, -0.001, 0.00021369779999999997, 92.069999694824219
61849981543428, 45.085564499999997, -63.962487600000003, 0.0086800003051757824, 0.012649999618530276, 0.0020999067000000001, 61.950000762939453
61740945480708, 39.6877833, -63.815741100000004, 0.013319999694824218, -0.0005099999904632569, 0.00038904510000000001, 83.459999084472656
61892172290052, 45.257352099999999, -64.121615599999998, -0.00033000001311302184, -0.0094999999999999998, 0.00025680290000000002, -112.22000122070312
61918658843652, 44.817610199999997, -64.963339300000001, 0.0011100000143051147, -0.0012899999618530274, 5.5309499999999989e-05, -55.860000610351562
61892179238916, 44.7653775, -63.993772100000001, 0.014430000305175781, -0.0005099999904632569, 0.00052023549999999992, 170.88999938964844
67603100122116, 44.733419599999998, -63.990442299999998, 0.00040000000596046451, 0.0030599999427795409, 0.00058317649999999998, 90.080001831054688
61892201163780, 44.182340500000002, -64.032077799999982, 0.012289999961853027, 0.0020599999427795409, 0.0003076097, 84.319999694824219
61659264579588, 42.3008369, -65.318791500000003, 0.0113100004196167, -0.0080299997329711919, 0.00060450510000000001, -14.829999923706055
