SourceID Photons AvgX AvgY
67608869955588 0 -nan -nan
61894799559684 37628 360.964787 2737.006538
61892297609220 0 -nan -nan
61894844128260 0 -nan -nan
61740957102084 0 -nan -nan
61740957940740 0 -nan -nan
61918858084356 37566 2874.017676 2924.923974
61894804951044 37715 3026.916877 2498.777250
61918874857476 37749 3664.951919 1157.974940
61894849040388 37832 3574.835853 821.971188
61918867429380 37365 518.001820 1979.479995
61894859942916 37112 2025.240354 437.410541
61894852275204 37442 2631.968324 716.925779
