SourceID Photons AvgX AvgY
61892112865284 29001 748.000690 1962.558015
61739719006212 29037 2178.001481 2932.009230
61918442590212 29174 3766.143587 1407.930246
61892108072964 29250 2655.002256 2609.048000
61739754589188 28986 3106.975954 2469.979128
61892105796612 0 -nan -nan
61892127721476 29595 1233.094306 92.092583
61892125684740 29316 3432.160151 422.133135
61918415034372 29009 1573.152504 3820.007446
61849973276676 29198 1270.997842 2330.292315
61918443788292 29166 3732.000274 1292.927450
61918427614212 29123 2531.095320 2710.017512
67603092813828 29488 1718.321724 186.960832
