SourceID Photons AvgX AvgY
61740384899076 44198 1087.723902 519.160686
61658589221892 0 -nan -nan
61892182473732 44308 3896.992214 87.752054
61740395801604 43851 1177.529543 313.481563
61892174806020 44110 3272.986330 1294.040286
61849980824580 43796 3927.002763 3462.789730
61918524419076 44003 528.898871 1768.836625
61740320202756 43731 1589.907846 1699.954563
61892180796420 43966 1884.097644 321.925078
61892173248516 44028 2379.117675 1528.776619
61892163304452 44119 352.991908 2991.215621
61918524299268 44066 130.996029 1770.805927
19980962820 44273 31.835859 36.941138
