SourceID Photons AvgX AvgY
61894738457604 34707 3393.034460 400.677183
61894658306052 35118 2760.923002 3513.041261
61850003827716 35336 933.907856 3025.959729
67608828861444 35174 720.884091 1078.762666
61894718090244 35191 1692.137649 1207.062033
61894686221316 35312 2633.495072 2429.125113
61894686460932 34955 3940.071807 2407.057531
61894656269316 35511 1040.942046 3610.151052
61740950991876 34942 753.879486 531.974415
61894678793220 35522 1467.950172 2731.640533
61894672922628 35162 1692.699477 2959.892867
61894694368260 35032 1271.203985 2129.035425
61894704551940 35226 1627.881905 1729.824817
