SourceID Photons AvgX AvgY
61894623681540 43418 3426.927956 626.970888
61894623082500 43218 3791.930654 648.787750
61918783803396 43660 1236.847778 1963.943289
61740929426436 43477 1328.115371 1734.412494
61894618170372 43676 568.680397 860.100147
61740924154884 43162 2992.864279 2765.078495
61892278799364 43649 46.324750 3231.327247
61850001191940 43329 2365.980613 3780.817420
61850001311748 43666 838.835089 3561.947419
61894612659204 43545 1460.545757 1068.042898
61740933979140 43547 904.011114 788.010403
61850002749444 43631 1057.306204 983.439206
61918793148420 43594 2526.070377 976.059504
61894573601796 0 -nan -nan
61892279757828 43909 1056.249653 2872.075178
61918763436036 0 -nan -nan
