SourceID Photons AvgX AvgY
61918688316420 38598 2849.116690 3244.073294
61892261786628 38699 3396.055324 248.673247
61892255796228 38898 2233.875032 1925.020592
67603110785028 38996 148.034593 2147.152246
61918711079940 38723 1407.924386 955.123854
61892251602948 39141 1308.776986 3045.546205
61892252082180 38587 2532.016223 2926.005520
61892251243524 38736 1685.099055 3146.006790
61849996878852 38946 3039.319648 2074.061649
61892257353732 38893 2554.338107 1503.737125
61892261427204 38585 1755.956278 353.942931
61892254358532 38577 3152.066905 2315.962154
61892255197188 38860 2721.947761 2090.907771
61918690472964 39036 52.013961 3017.096911
