SourceID Photons AvgX AvgY
2129 41179 3299.916559 699.281576
2130 41023 3299.914926 1399.314311
2131 41143 3299.916243 2099.356051
2132 41222 3299.919849 2799.389016
2133 41194 2599.898796 699.274360
2134 41176 2599.898193 1399.312779
2135 41250 2599.902764 2099.348024
2136 41257 2599.906101 2799.383765
2137 41204 1899.880667 699.264877
2138 41330 1899.882241 1399.302323
2139 41386 1899.888392 2099.336491
2140 41461 1899.894431 2799.375365
2141 41389 1199.860349 699.257097
2142 41303 1199.869453 1399.292860
2143 41722 1199.871722 2099.332175
2144 41617 1199.878968 2799.364587
