SourceID Photons AvgX AvgY
209 20190 3324.877712 701.372808
210 19999 3324.869793 1400.775039
211 20236 3324.874679 2099.959626
212 20037 3324.870889 2799.112891
213 20230 2625.540682 701.379881
214 19865 2625.540750 1400.778153
215 19968 2625.537260 2099.958984
216 20042 2625.541114 2799.109370
217 19801 1926.284380 701.371395
218 20094 1926.284563 1400.778491
219 19915 1926.285815 2099.963143
220 20114 1926.282490 2799.107090
221 20051 1227.093162 701.373847
222 19964 1227.096123 1400.785063
223 20122 1227.090200 2099.964268
224 20355 1227.089708 2799.103021
