SourceID Photons AvgX AvgY
1601 41060 3300.905358 693.048320
1602 41733 3300.905518 1392.771835
1603 41795 3300.907979 2092.181385
1604 41667 3300.909833 2791.868913
1605 41866 2601.096809 693.046625
1606 41304 2601.096940 1392.770555
1607 41333 2601.095299 2092.180364
1608 41336 2601.099889 2791.863388
1609 41149 1901.731488 693.046052
1610 41130 1901.735522 1392.772696
1611 41139 1901.741997 2092.175187
1612 41505 1901.748970 2791.867534
1613 41728 1202.022024 693.043137
1614 41241 1202.020950 1392.764846
1615 41368 1202.022336 2092.176392
1616 41399 1202.027102 2791.868499
