SourceID Photons AvgX AvgY
2657 20172 3295.614267 701.965398
2658 20254 3295.628765 1401.894737
2659 20449 3295.649421 2101.769671
2660 20378 3295.678722 2801.622534
2661 20582 2595.875474 701.966670
2662 20314 2595.889633 1401.901841
2663 20733 2595.893937 2101.773887
2664 20624 2595.899874 2801.613412
2665 20411 1895.968742 701.967567
2666 20573 1895.967871 1401.910805
2667 20536 1895.969127 2101.776782
2668 20796 1895.969850 2801.610454
2669 20711 1195.996282 701.965622
2670 20781 1195.997546 1401.914970
2671 20787 1195.997210 2101.776880
2672 20762 1195.998314 2801.604422
