SourceID Photons AvgX AvgY
2065 21254 3297.103698 702.101816
2066 21370 3297.115208 1402.029808
2067 21547 3297.124518 2102.008539
2068 21418 3297.140209 2801.985199
2069 21505 2597.191351 702.095838
2070 21198 2597.210397 1402.033069
2071 21663 2597.231408 2102.005586
2072 21584 2597.238417 2801.982255
2073 21306 1897.348681 702.099925
2074 21450 1897.370490 1402.032587
2075 21359 1897.389672 2102.004588
2076 21593 1897.418747 2801.980642
2077 21504 1197.598726 702.094355
2078 21592 1197.600083 1402.034735
2079 21489 1197.613058 2102.003490
2080 21504 1197.623140 2801.979074
