SourceID Photons AvgX AvgY
1 26854 3297.967603 699.332800
2 28402 3297.953700 1399.340152
3 30103 3297.951732 2099.352656
4 32350 3297.947326 2799.380804
5 24379 2597.981213 699.373805
6 25938 2597.953003 1399.378055
7 27124 2597.943592 2099.397987
8 29008 2597.932950 2799.413438
9 21926 1898.058971 699.421417
10 23406 1897.985303 1399.418910
11 24875 1897.947658 2099.437186
12 26155 1897.926859 2799.463774
13 17736 1198.226940 699.541441
14 20146 1198.094312 1399.485754
15 22668 1198.000353 2099.483942
16 23931 1197.940537 2799.509924
