SourceID Photons AvgX AvgY
2993 30249 3279.737115 692.972197
2994 29199 3279.717182 1392.484640
2995 27905 3279.695538 2092.067336
2996 26923 3279.679753 2791.561230
2997 34708 2580.260689 692.979832
2998 32894 2580.264820 1392.507053
2999 31585 2580.251923 2092.065822
3000 29379 2580.234317 2791.604922
3001 36883 1880.719817 692.988206
3002 35820 1880.711558 1392.524372
3003 34801 1880.702566 2092.066004
3004 33655 1880.678354 2791.643055
3005 38366 1181.083746 692.991242
3006 37794 1181.089088 1392.536990
3007 37697 1181.087169 2092.062949
3008 36447 1181.086674 2791.673828
