SourceID Photons AvgX AvgY
785 21708 3300.146352 700.043256
786 21744 3300.144914 1400.020143
787 21963 3300.145244 2099.998725
788 21794 3300.145728 2799.975911
789 21954 2600.268197 700.044138
790 21570 2600.264488 1400.021558
791 22113 2600.268349 2099.998010
792 21889 2600.263283 2799.975650
793 21688 1900.459932 700.043480
794 21803 1900.453974 1400.017887
795 21652 1900.459819 2099.998661
796 21851 1900.454533 2799.976477
797 21854 1200.644047 700.040176
798 21952 1200.638120 1400.016354
799 21770 1200.639504 2099.997520
800 21703 1200.647652 2799.980095
