SourceID Photons AvgX AvgY
2513 14865 3298.980558 699.647561
2514 14911 3298.976058 1399.553350
2515 14552 3298.973612 2099.484538
2516 14558 3298.972112 2799.412419
2517 14894 2598.983282 699.646703
2518 14792 2598.979719 1399.595863
2519 14780 2598.980650 2099.499188
2520 14831 2598.974445 2799.432540
2521 14993 1898.984593 699.655639
2522 15016 1898.982286 1399.617275
2523 14903 1898.978327 2099.524056
2524 14957 1898.978271 2799.447817
2525 14888 1198.985156 699.667316
2526 14926 1198.982447 1399.625486
2527 14945 1198.981265 2099.560388
2528 14893 1198.978446 2799.474250
