SourceID Photons AvgX AvgY
881 29432 3303.885737 696.594625
882 29715 3303.893320 1396.170385
883 29841 3303.903556 2096.024396
884 29997 3303.911624 2795.970430
885 29705 2603.999899 696.583976
886 29847 2604.002647 1396.159916
887 29902 2604.003244 2096.021437
888 29849 2604.003853 2795.971992
889 29980 1904.096131 696.564910
890 29933 1904.096048 1396.150302
891 29912 1904.093909 2096.018354
892 29859 1904.097425 2795.972973
893 29613 1204.363016 696.557390
894 29566 1204.375668 1396.136204
895 29878 1204.375226 2096.016400
896 29459 1204.388370 2795.975254
