SourceID Photons AvgX AvgY
2881 21166 3296.091137 699.009449
2882 21255 3296.083416 1399.001270
2883 21290 3296.076562 2098.998779
2884 21185 3296.069625 2798.994524
2885 21448 2596.156891 699.011097
2886 21101 2596.153547 1399.001517
2887 21514 2596.147346 2098.998931
2888 21351 2596.137136 2798.995270
2889 21230 1896.304428 699.012435
2890 21353 1896.291809 1399.002154
2891 21215 1896.286637 2098.998822
2892 21401 1896.268819 2798.994299
2893 21507 1196.511787 699.015158
2894 21611 1196.498913 1399.002684
2895 21327 1196.494913 2098.999578
2896 21348 1196.495035 2798.993067
