SourceID Photons AvgX AvgY
1 26483 3316.606389 711.384095
2 28415 3316.577582 1410.921168
3 30651 3316.547812 2110.477831
4 32637 3316.527193 2810.005239
5 24816 2617.182503 711.428917
6 25747 2617.157222 1410.940537
7 27168 2617.132693 2110.512956
8 28720 2617.116957 2810.032312
9 21765 1917.634551 711.486010
10 23534 1917.582816 1410.984108
11 24605 1917.536761 2110.550904
12 26116 1917.513785 2810.055522
13 17672 1218.337879 711.604063
14 20001 1218.224489 1411.068497
15 22685 1218.137183 2110.592550
16 23641 1218.092889 2810.099869
