SourceID Photons AvgX AvgY
1969 10334 3293.020321 710.324560
1970 13383 3293.147575 1409.790480
1971 16463 3293.221588 2109.459333
1972 18221 3293.245596 2809.207453
1973 12101 2593.237336 710.169325
1974 15454 2593.325417 1409.679047
1975 17425 2593.357704 2109.428407
1976 19199 2593.400906 2809.189749
1977 14327 1893.460250 710.028617
1978 17186 1893.550099 1409.606366
1979 18625 1893.613638 2109.391946
1980 20259 1893.681969 2809.157658
1981 15659 1193.864295 709.919088
1982 17645 1193.917880 1409.569000
1983 19557 1193.946515 2109.359360
1984 21276 1193.974384 2809.133296
